CustomerID,LastName,FirstName,BirthDate,Gender,ParticipantType,RegionID,MaritalStatus
5480,Martha,Hicks,13-08-1968,FEMALE,INDIVIDUAL,28,Married
6403,Jessica,Boyd,30-05-1976,FEMALE,INDIVIDUAL,459,Married
6441,James,Perez,06-04-1966,MALE,INDIVIDUAL,450,Divorced
6644,Craig,Elliott,19-10-1967,MALE,INDIVIDUAL,275,Divorced
6935,Justin,Fox,06-07-2004,MALE,INDIVIDUAL,86,Married
6945,Jeremy,Ross,05-12-1976,MALE,INDIVIDUAL,499,Divorced
7302,Ryan,Hill,20-07-1946,MALE,INDIVIDUAL,655,Single
7311,Martin,Franklin,29-07-1981,MALE,INDIVIDUAL,165,Married
7448,Jane,Watson,21-08-1963,FEMALE,INDIVIDUAL,670,Single
7491,Walter,Marshall,14-01-2002,MALE,INDIVIDUAL,150,Divorced
7619,Craig,Warren,26-11-1976,MALE,INDIVIDUAL,361,Married
7649,Mary,Wells,06-11-1947,FEMALE,INDIVIDUAL,684,Married
7734,Melissa,Watkins,29-04-1978,FEMALE,INDIVIDUAL,127,Married
7743,Stephen,Scott,19-08-1981,MALE,INDIVIDUAL,161,Divorced
7893,Patricia,Hunt,24-05-1953,FEMALE,INDIVIDUAL,51,Married
7986,Keith,Crawford,15-03-1962,MALE,INDIVIDUAL,647,Divorced
8026,Johnny,Franklin,27-08-1970,MALE,INDIVIDUAL,956,Married
8030,Henry,Gardner,30-06-1968,MALE,INDIVIDUAL,378,Divorced
8040,Roy,Lewis,30-09-1971,MALE,INDIVIDUAL,11,Divorced
8282,Jose,Hicks,24-05-1961,MALE,INDIVIDUAL,645,Single
8303,Kenneth,Rivera,05-01-1964,MALE,INDIVIDUAL,580,Married
8405,Sara,Reyes,27-05-1959,FEMALE,INDIVIDUAL,492,Single
8406,Deborah,Gonzales,03-02-1982,FEMALE,INDIVIDUAL,704,Married
8439,Ruby,Reynolds,01-09-2009,FEMALE,INDIVIDUAL,864,Single
8471,Steven,Schmidt,21-10-1974,MALE,INDIVIDUAL,917,Married
8849,Billy,Jenkins,01-08-1980,MALE,INDIVIDUAL,414,Single
8907,Phyllis,Scott,19-01-1948,FEMALE,INDIVIDUAL,668,Married
9303,Eric,Jacobs,01-11-1974,MALE,INDIVIDUAL,588,Divorced
9407,Victor,Mason,30-08-1959,MALE,INDIVIDUAL,528,Married
10101,Chris,Cooper,11-04-1976,MALE,INDIVIDUAL,5,Divorced
10192,Billy,Roberts,16-11-1970,MALE,INDIVIDUAL,636,Single
10389,Matthew,Anderson,13-08-1967,MALE,INDIVIDUAL,751,Single
10433,Ralph,Howell,27-07-1972,MALE,INDIVIDUAL,781,Single
10528,Martha,Riley,23-11-2011,FEMALE,INDIVIDUAL,349,Married
10535,Irene,Berry,21-01-1995,FEMALE,INDIVIDUAL,234,Single
10571,Wayne,Gonzales,22-05-1967,MALE,INDIVIDUAL,247,Married
10597,Christopher,Hayes,04-08-1987,MALE,INDIVIDUAL,134,Married
10610,Jesse,Coleman,15-04-1978,MALE,INDIVIDUAL,836,Married
10799,Kenneth,Andrews,04-01-1988,MALE,INDIVIDUAL,60,Single
10832,Harry,Willis,22-02-1969,MALE,INDIVIDUAL,77,Divorced
11160,Jerry,Jackson,29-09-1970,MALE,INDIVIDUAL,934,Single
11174,Amanda,Armstrong,25-06-1968,FEMALE,INDIVIDUAL,250,Single
11412,Rose,George,02-01-1951,FEMALE,INDIVIDUAL,882,Single
11417,Rachel,Hughes,30-03-1976,FEMALE,INDIVIDUAL,860,Married
11424,Ernest,Bishop,18-04-2011,MALE,INDIVIDUAL,795,Married
11517,Jimmy,Turner,14-04-1979,MALE,INDIVIDUAL,312,Married
11606,Ronald,Butler,04-09-1975,MALE,INDIVIDUAL,175,Married
11748,Annie,Bowman,13-10-1985,FEMALE,INDIVIDUAL,464,Married
11817,Lisa,Black,25-06-1968,FEMALE,INDIVIDUAL,488,Single
12201,Donald,Mason,12-11-1970,MALE,INDIVIDUAL,313,Single
12341,Angela,Chapman,02-10-1987,FEMALE,INDIVIDUAL,610,Married
12349,Elizabeth,Foster,16-12-1969,FEMALE,INDIVIDUAL,595,Married
12593,Anne,Garza,25-09-1972,FEMALE,INDIVIDUAL,771,Single
12602,Nicole,Carter,06-09-1984,FEMALE,INDIVIDUAL,283,Single
12656,Marilyn,Gutierrez,22-11-1979,FEMALE,INDIVIDUAL,321,Married
12964,Todd,Fisher,07-03-1975,MALE,INDIVIDUAL,906,Married
13029,Jerry,Kennedy,03-07-1970,MALE,INDIVIDUAL,516,Single
13365,Nicole,Armstrong,26-05-1970,FEMALE,INDIVIDUAL,446,Single
13644,Alan,Young,09-02-1968,MALE,INDIVIDUAL,189,Single
13649,Ashley,Lawrence,17-04-1965,FEMALE,INDIVIDUAL,531,Married
13825,Linda,Ruiz,16-10-1968,FEMALE,INDIVIDUAL,324,Married
13947,Jennifer,Williamson,22-09-1980,FEMALE,INDIVIDUAL,494,Single
14002,Mark,Foster,13-05-1959,MALE,INDIVIDUAL,631,Single
14004,Adam,Riley,30-11-1990,MALE,INDIVIDUAL,113,Married
14021,Bruce,Richardson,14-07-1958,MALE,INDIVIDUAL,672,Divorced
14433,Russell,Brooks,09-02-1971,MALE,INDIVIDUAL,677,Single
14448,Barbara,Fuller,27-10-2007,FEMALE,INDIVIDUAL,285,Single
14734,Gloria,Cooper,30-12-1997,FEMALE,INDIVIDUAL,194,Single
15067,Pamela,Anderson,14-10-1971,FEMALE,INDIVIDUAL,71,Single
15646,Lillian,Hill,12-09-1972,FEMALE,INDIVIDUAL,325,Married
16163,Helen,Mills,17-11-2009,FEMALE,INDIVIDUAL,841,Single
16225,Jack,Hill,21-04-1972,MALE,INDIVIDUAL,527,Single
16259,Tammy,Crawford,23-10-1978,FEMALE,INDIVIDUAL,614,Divorced
16534,Annie,Lane,09-10-1968,FEMALE,INDIVIDUAL,751,Divorced
16820,Todd,Woods,30-09-1978,MALE,INDIVIDUAL,575,Married
16930,Christine,Little,25-06-1960,FEMALE,INDIVIDUAL,668,Single
16976,Joseph,Pierce,15-08-1971,MALE,INDIVIDUAL,79,Single
17084,Melissa,Cole,25-05-1959,FEMALE,INDIVIDUAL,861,Married
17480,Jimmy,Stephens,28-07-1984,MALE,INDIVIDUAL,325,Married
17910,Maria,Hansen,14-02-1980,FEMALE,INDIVIDUAL,641,Single
18187,Mark,Hart,04-09-1956,MALE,INDIVIDUAL,274,Divorced
18240,Albert,Torres,21-07-1987,MALE,INDIVIDUAL,540,Single
18283,Mark,Sullivan,05-11-1975,MALE,INDIVIDUAL,828,Married
18761,George,Mason,05-06-2007,MALE,INDIVIDUAL,375,Married
18786,Steve,Simpson,08-09-1972,MALE,INDIVIDUAL,432,Married
18929,Edward,Peterson,18-07-1963,MALE,INDIVIDUAL,381,Married
19089,Louise,Reyes,24-09-1959,FEMALE,INDIVIDUAL,655,Married
19127,Amanda,Frazier,25-03-1989,FEMALE,INDIVIDUAL,255,Single
19191,Larry,Howard,14-03-1953,MALE,INDIVIDUAL,613,Married
19289,Theresa,Tucker,15-09-1952,FEMALE,INDIVIDUAL,479,Married
19631,Andrea,Ramos,16-09-1982,FEMALE,INDIVIDUAL,931,Married
19645,Wanda,Tucker,10-01-1983,FEMALE,INDIVIDUAL,614,Married
19664,Jeremy,Hart,31-08-2012,MALE,INDIVIDUAL,357,Married
19691,Louis,Gomez,16-08-1971,MALE,INDIVIDUAL,738,Single
19752,Mark,Nguyen,04-01-1975,MALE,INDIVIDUAL,943,Married
19783,Antonio,Chavez,05-09-2006,MALE,INDIVIDUAL,696,Married
19868,Melissa,Morgan,22-06-2010,FEMALE,INDIVIDUAL,128,Married
19934,Anna,Martinez,16-05-1986,FEMALE,INDIVIDUAL,860,Married
19960,Gregory,Hansen,31-08-1952,MALE,INDIVIDUAL,23,Single
19987,Larry,Graham,24-11-1978,MALE,INDIVIDUAL,256,Married
20077,Deborah,Pierce,23-04-1969,FEMALE,INDIVIDUAL,41,Married
20123,Linda,Ortiz,25-04-1976,FEMALE,INDIVIDUAL,793,Single
20146,Steve,Collins,02-07-1971,MALE,INDIVIDUAL,133,Single
20154,Margaret,Evans,12-04-1960,FEMALE,INDIVIDUAL,358,Married
20175,Virginia,Morgan,18-01-1971,FEMALE,INDIVIDUAL,111,Married
20309,Frank,Mendoza,20-02-1978,MALE,INDIVIDUAL,209,Married
20467,Gadal ,,,,COMPANY,850,
20651,Charles,Rogers,28-01-2009,MALE,INDIVIDUAL,550,Married
20746,Raymond,Cook,16-09-1959,MALE,INDIVIDUAL,738,Married
20924,Robert,Ellis,29-01-1974,MALE,INDIVIDUAL,705,Married
21047,Dennis,Matthews,15-08-1968,MALE,INDIVIDUAL,641,Single
21087,Larry,Wallace,20-08-1983,MALE,INDIVIDUAL,15,Married
21404,Nancy,Allen,18-12-1980,FEMALE,INDIVIDUAL,724,Single
21604,Albert,Watson,22-05-1963,MALE,INDIVIDUAL,307,Married
21713,Todd,Murphy,04-10-1966,MALE,INDIVIDUAL,398,Single
22791,Earl,Larson,19-02-1973,MALE,INDIVIDUAL,637,Married
22793,Bruce,Mitchell,23-08-1973,MALE,INDIVIDUAL,62,Married
22958,Pamela,Clark,25-03-1981,FEMALE,INDIVIDUAL,698,Single
23061,Brenda,Gomez,15-06-1974,FEMALE,INDIVIDUAL,993,Single
23618,Kathy,Gardner,06-01-1953,FEMALE,INDIVIDUAL,386,Married
23702,Stephanie,Green,16-05-1979,FEMALE,INDIVIDUAL,562,Married
23762,Stephanie,Howell,01-02-1972,FEMALE,INDIVIDUAL,439,Married
23801,Roy,Phillips,16-01-1961,MALE,INDIVIDUAL,308,Married
23821,Mary,Kennedy,25-04-1984,FEMALE,INDIVIDUAL,275,Single
24051,Joyce,Young,22-11-1982,FEMALE,INDIVIDUAL,315,Single
24127,Joan,Thomas,30-08-1980,FEMALE,INDIVIDUAL,741,Married
24156,Philip,Payne,02-09-1977,MALE,INDIVIDUAL,215,Married
24161,Mark,Bennett,25-05-2010,MALE,INDIVIDUAL,981,Single
24168,Frank,Powell,27-02-1959,MALE,INDIVIDUAL,884,Married
24436,Angela,Wells,20-08-1974,FEMALE,INDIVIDUAL,248,Single
24475,Robin,Ruiz,12-01-1977,FEMALE,INDIVIDUAL,55,Married
24600,Jane,Lee,18-08-1967,FEMALE,INDIVIDUAL,617,Single
24642,Janice,Wallace,20-04-1992,FEMALE,INDIVIDUAL,165,Married
25169,Douglas,Rice,18-04-1965,MALE,INDIVIDUAL,473,Married
25484,Johnny,Webb,21-03-1976,MALE,INDIVIDUAL,24,Married
25505,Jonathan,Romero,29-09-1971,MALE,INDIVIDUAL,888,Married
25795,Pamela,Dean,26-05-1997,FEMALE,INDIVIDUAL,245,Married
25862,Joan,Fox,16-10-1980,FEMALE,INDIVIDUAL,533,Married
25863,Katherine,Rose,14-05-1984,FEMALE,INDIVIDUAL,9,Single
25910,Arthur,Thompson,05-07-1980,MALE,INDIVIDUAL,430,Married
25928,Sean,Stone,20-08-1971,MALE,INDIVIDUAL,308,Married
26083,Stratus Corp,,,,COMPANY,597,
26337,Lawrence,Morales,06-12-1975,MALE,INDIVIDUAL,378,Married
26825,William,Payne,02-10-1966,MALE,INDIVIDUAL,499,Married
27036,Richard,Lawson,20-07-1971,MALE,INDIVIDUAL,821,Married
27500,Ashley,Hunt,20-02-1978,FEMALE,INDIVIDUAL,752,Married
27790,Joyce,Morrison,16-12-1986,FEMALE,INDIVIDUAL,455,Married
28066,Randy,Clark,11-10-1973,MALE,INDIVIDUAL,720,Married
28138,Kathleen,Chapman,18-02-1975,FEMALE,INDIVIDUAL,209,Married
28167,Robin,Austin,24-08-1973,FEMALE,INDIVIDUAL,322,Married
28209,Randy,Romero,10-08-1982,MALE,INDIVIDUAL,604,Married
28520,Matthew,Brooks,08-11-1966,MALE,INDIVIDUAL,653,Married
28590,Andrew,Armstrong,02-05-1983,MALE,INDIVIDUAL,100,Married
28658,Ryan,Little,29-08-1969,MALE,INDIVIDUAL,929,Married
28846,Gerald,Perry,15-04-1970,MALE,INDIVIDUAL,124,Married
29442,Betty,Ford,13-12-1974,FEMALE,INDIVIDUAL,56,Married
29453,Charles,Kennedy,14-08-1966,MALE,INDIVIDUAL,911,Married
29455,Jack,Thompson,22-05-2003,MALE,INDIVIDUAL,142,Married
29815,Steve,James,09-07-1974,MALE,INDIVIDUAL,594,Single
29964,Julia,Ramos,19-11-1956,FEMALE,INDIVIDUAL,74,Single
30379,Gregory,Hunter,18-11-1951,MALE,INDIVIDUAL,21,Married
30477,Paul,Simmons,06-05-1945,MALE,INDIVIDUAL,817,Married
30523,Chris,Palmer,02-06-2005,MALE,INDIVIDUAL,887,Single
30627,Wayne,Kim,14-06-1965,MALE,INDIVIDUAL,202,Single
30636,Adam,James,26-08-1996,MALE,INDIVIDUAL,884,Married
30764,Amanda,Barnes,12-07-1977,FEMALE,INDIVIDUAL,59,Single
30843,Christopher,Burns,10-11-2000,MALE,INDIVIDUAL,408,Married
31228,Andrea,Woods,22-11-1962,FEMALE,INDIVIDUAL,920,Single
31490,Shirley,Andrews,24-05-1972,FEMALE,INDIVIDUAL,44,Divorced
31691,Judith,Alexander,30-06-1966,FEMALE,INDIVIDUAL,968,Divorced
32032,Joan,Mitchell,15-06-1959,FEMALE,INDIVIDUAL,16,Single
32059,Barbara,Cruz,09-12-2011,FEMALE,INDIVIDUAL,336,Married
32064,Catherine,Duncan,11-12-1977,FEMALE,INDIVIDUAL,214,Single
32191,Douglas,Richards,21-08-1972,MALE,INDIVIDUAL,794,Single
32307,Kelly,Anderson,15-10-2010,FEMALE,INDIVIDUAL,483,Single
32466,Howard,Washington,10-08-1970,MALE,INDIVIDUAL,712,Married
32644,Benjamin,Ortiz,09-12-1982,MALE,INDIVIDUAL,894,Divorced
32921,Craig,Mccoy,14-01-1969,MALE,INDIVIDUAL,976,Married
33087,Judy,Burns,19-05-1977,FEMALE,INDIVIDUAL,654,Married
33101,Robin,Castillo,31-12-1974,FEMALE,INDIVIDUAL,134,Single
33963,Virginia,Wheeler,08-10-1965,FEMALE,INDIVIDUAL,904,Married
34025,Bonnie,Sims,23-12-1975,FEMALE,INDIVIDUAL,399,Married
34031,Tina,Foster,22-10-1974,FEMALE,INDIVIDUAL,166,Married
34389,Amy,Mitchell,26-05-1976,FEMALE,INDIVIDUAL,83,Married
34635,Eric,Ryan,05-01-1958,MALE,INDIVIDUAL,521,Married
34648,Brandon,Garcia,03-04-1995,MALE,INDIVIDUAL,462,Married
34685,Benjamin,Alexander,02-12-1992,MALE,INDIVIDUAL,129,Married
34688,Thomas,Fowler,21-01-1959,MALE,INDIVIDUAL,116,Single
35018,Ralph,Washington,17-11-1978,MALE,INDIVIDUAL,890,Divorced
35330,Brenda,Rivera,07-06-1984,FEMALE,INDIVIDUAL,883,Single
35626,Gloria,Jones,27-09-1969,FEMALE,INDIVIDUAL,246,Married
35693,Edward,Ross,26-04-1966,MALE,INDIVIDUAL,279,Divorced
35955,Jeffrey,Wilson,01-07-2009,MALE,INDIVIDUAL,143,Married
35957,Fred,Franklin,14-04-1977,MALE,INDIVIDUAL,930,Married
36070,Katherine,Smith,25-10-1977,FEMALE,INDIVIDUAL,528,Single
36411,Christopher,Dean,09-10-1975,MALE,INDIVIDUAL,106,Married
36463,Philip,Miller,02-11-1972,MALE,INDIVIDUAL,889,Single
36531,Jeffrey,Gomez,01-09-1966,MALE,INDIVIDUAL,813,Single
36541,Victor,Little,01-03-1976,MALE,INDIVIDUAL,618,Married
36555,Nicholas,Medina,20-07-1988,MALE,INDIVIDUAL,172,Single
36713,Pamela,Bell,17-05-1976,FEMALE,INDIVIDUAL,529,Married
36807,Peter,Boyd,07-12-1970,MALE,INDIVIDUAL,566,Single
37482,Judy,West,25-07-2008,FEMALE,INDIVIDUAL,165,Married
37494,Cynthia,Cruz,10-10-1973,FEMALE,INDIVIDUAL,791,Married
37515,Helen,Romero,23-05-2009,FEMALE,INDIVIDUAL,992,Married
37860,Juan,Long,21-05-1975,MALE,INDIVIDUAL,418,Single
38203,George,Gonzalez,03-04-1978,MALE,INDIVIDUAL,181,Single
38209,Gregory,Mills,06-11-1951,MALE,INDIVIDUAL,631,Married
38345,Lillian,Harris,03-08-1975,FEMALE,INDIVIDUAL,54,Married
38574,Lillian,Sanders,04-07-1988,FEMALE,INDIVIDUAL,84,Married
39131,Norma,Hall,07-06-1983,FEMALE,INDIVIDUAL,825,Married
39141,Patricia,Stewart,11-08-1964,FEMALE,INDIVIDUAL,769,Single
39142,Brenda,Fox,12-02-1986,FEMALE,INDIVIDUAL,337,Married
39185,Ralph,Gordon,25-05-1954,MALE,INDIVIDUAL,991,Single
39819,Carol,Arnold,24-06-1973,FEMALE,INDIVIDUAL,640,Single
40219,Katherine,Rice,21-09-1982,FEMALE,INDIVIDUAL,163,Single
40249,Earl,Moreno,12-03-1972,MALE,INDIVIDUAL,934,Single
40251,Paula,Warren,09-06-2007,FEMALE,INDIVIDUAL,977,Married
40253,Donna,Murray,16-09-1977,FEMALE,INDIVIDUAL,325,Married
40359,Wayne,Willis,05-03-1958,MALE,INDIVIDUAL,463,Married
40368,Mary,Butler,11-12-1991,FEMALE,INDIVIDUAL,79,Single
40547,Elizabeth,Turner,07-11-1983,FEMALE,INDIVIDUAL,899,Single
40591,Kathryn,Patterson,01-07-1984,FEMALE,INDIVIDUAL,862,Divorced
40720,Natures ,,,,COMPANY,961,
40809,Laura,Stewart,18-11-2000,FEMALE,INDIVIDUAL,603,Married
40953,Anthony,Willis,19-10-1972,MALE,INDIVIDUAL,509,Married
41250,Jeremy,Williamson,22-05-2010,MALE,INDIVIDUAL,434,Married
41252,Timothy,Butler,02-12-1975,MALE,INDIVIDUAL,657,Married
41286,Teresa,Parker,21-08-1992,FEMALE,INDIVIDUAL,686,Married
41704,Lois,Rivera,16-02-1975,FEMALE,INDIVIDUAL,962,Married
41834,Susan,Spencer,13-10-1967,FEMALE,INDIVIDUAL,238,Single
41937,Ernest,White,01-03-1973,MALE,INDIVIDUAL,424,Married
41981,Laura,Hansen,21-06-1966,FEMALE,INDIVIDUAL,53,Single
42003,Susan,Reyes,21-01-1964,FEMALE,INDIVIDUAL,911,Married
42374,Timothy,Mills,11-09-1953,MALE,INDIVIDUAL,498,Married
42428,Amanda,Fernandez,30-10-1975,FEMALE,INDIVIDUAL,842,Married
42469,Edward,White,05-07-2001,MALE,INDIVIDUAL,105,Married
42474,Donald,Rogers,05-12-1962,MALE,INDIVIDUAL,992,Single
42744,Kathy,Stephens,22-01-1980,FEMALE,INDIVIDUAL,185,Married
42884,Julie,Little,23-09-1980,FEMALE,INDIVIDUAL,712,Married
43139,Paul,Sullivan,29-01-1976,MALE,INDIVIDUAL,638,Single
43341,Wayne,Rodriguez,29-06-1960,MALE,INDIVIDUAL,432,Single
43666,Michael,Chapman,05-11-1959,MALE,INDIVIDUAL,813,Divorced
44030,Deseret ,,,,COMPANY,989,
44152,Nicole,Nichols,20-12-2011,FEMALE,INDIVIDUAL,663,Single
44497,Janice,Anderson,12-11-1980,FEMALE,INDIVIDUAL,619,Married
44499,Mark,Hicks,08-06-1948,MALE,INDIVIDUAL,561,Married
44786,Joe,Gray,19-07-1953,MALE,INDIVIDUAL,74,Married
45010,Ernest,Moore,04-03-1965,MALE,INDIVIDUAL,977,Married
45340,Brian,Oliver,29-03-1976,MALE,INDIVIDUAL,875,Married
45609,Sean,Sanders,23-06-1970,MALE,INDIVIDUAL,507,Married
45757,Jane,Frazier,28-12-1963,FEMALE,INDIVIDUAL,22,Single
46094,Phillip,Scott,27-12-1981,MALE,INDIVIDUAL,94,Married
46457,Benjamin,Butler,14-05-2009,MALE,INDIVIDUAL,601,Single
46513,Christina,Nguyen,01-08-1968,FEMALE,INDIVIDUAL,959,Married
46527,Carolyn,Diaz,24-04-1972,FEMALE,INDIVIDUAL,896,Single
46769,Terry,Fuller,10-07-1956,MALE,INDIVIDUAL,224,Single
46815,Nicole,Price,02-03-1984,FEMALE,INDIVIDUAL,234,Divorced
46899,Marilyn,Castillo,26-06-1988,FEMALE,INDIVIDUAL,490,Single
47164,Denise,Washington,25-06-1968,FEMALE,INDIVIDUAL,869,Divorced
47369,Jerry,West,28-08-2009,MALE,INDIVIDUAL,93,Single
47620,Dolgencorp Group,,,,COMPANY,711,
48286,Raymond,Evans,22-09-1963,MALE,INDIVIDUAL,732,Married
48548,Christine,Kennedy,19-02-1987,FEMALE,INDIVIDUAL,449,Married
48694,Richard,Gonzalez,16-01-1988,MALE,INDIVIDUAL,748,Married
48742,Evelyn,Sims,26-08-1980,FEMALE,INDIVIDUAL,989,Married
48967,Robin,Mcdonald,04-11-1971,FEMALE,INDIVIDUAL,227,Single
49887,Martin,Alvarez,14-06-1978,MALE,INDIVIDUAL,805,Single
49996,Teresa,Ferguson,14-05-1984,FEMALE,INDIVIDUAL,865,Divorced
50018,Roger,Sanchez,25-02-1980,MALE,INDIVIDUAL,508,Single
50213,Joshua,Williamson,31-01-2012,MALE,INDIVIDUAL,222,Married
50216,Shawn,Green,18-08-1976,MALE,INDIVIDUAL,322,Single
50218,Carol,Evans,13-11-2007,FEMALE,INDIVIDUAL,106,Single
50595,Bobby,Cunningham,12-05-2008,MALE,INDIVIDUAL,247,Single
50603,Brian,Jacobs,22-09-1961,MALE,INDIVIDUAL,971,Single
50981,Kevin,Wilson,21-06-1973,MALE,INDIVIDUAL,721,Married
51511,Richard,Smith,01-07-1994,MALE,INDIVIDUAL,367,Single
51568,Harold,Carpenter,20-03-1970,MALE,INDIVIDUAL,707,Single
51745,Lori,Walker,22-03-1986,FEMALE,INDIVIDUAL,350,Married
52087,Carolyn,Murray,28-12-1982,FEMALE,INDIVIDUAL,442,Married
52362,Raymond,Rivera,17-09-2002,MALE,INDIVIDUAL,49,Single
52375,Donald,Ward,24-09-1967,MALE,INDIVIDUAL,378,Single
52497,Judith,Howell,22-06-1968,FEMALE,INDIVIDUAL,613,Married
52498,Karen,Chavez,10-12-1969,FEMALE,INDIVIDUAL,930,Married
52702,CSL Group,,,,COMPANY,571,
53931,Marie,Adams,20-04-1986,FEMALE,INDIVIDUAL,901,Married
54126,Judith,Fisher,11-09-1971,FEMALE,INDIVIDUAL,891,Single
54236,Sarah,Hall,16-03-1975,FEMALE,INDIVIDUAL,157,Single
54341,Albert,Long,18-04-2002,MALE,INDIVIDUAL,37,Single
54352,Ernest,Burton,09-10-1968,MALE,INDIVIDUAL,56,Single
54728,Harold,Greene,28-02-1972,MALE,INDIVIDUAL,209,Divorced
54790,Irene,Stanley,15-01-1982,FEMALE,INDIVIDUAL,866,Divorced
55194,Judith,Reynolds,07-08-1961,FEMALE,INDIVIDUAL,677,Married
55199,Angela,Tucker,02-07-1998,FEMALE,INDIVIDUAL,85,Divorced
55452,Lillian,Burns,20-11-1971,FEMALE,INDIVIDUAL,305,Single
55617,Angela,Harrison,26-02-1973,FEMALE,INDIVIDUAL,527,Single
56048,Janice,Nelson,24-01-1953,FEMALE,INDIVIDUAL,627,Married
56305,Joyce,Carr,19-09-1967,FEMALE,INDIVIDUAL,700,Single
56515,Barbara,Stewart,16-11-1977,FEMALE,INDIVIDUAL,289,Single
56524,Marilyn,Kim,21-06-1962,FEMALE,INDIVIDUAL,297,Married
56907,Brenda,Palmer,15-02-1980,FEMALE,INDIVIDUAL,410,Married
57085,Diana,Garrett,28-03-1987,FEMALE,INDIVIDUAL,349,Single
57190,Anthony,Carroll,13-11-1963,MALE,INDIVIDUAL,553,Married
57417,Diana,Castillo,12-10-1983,FEMALE,INDIVIDUAL,633,Single
57568,Craig,Taylor,23-08-1981,MALE,INDIVIDUAL,781,Married
57860,Willie,Richards,17-01-1955,MALE,INDIVIDUAL,228,Married
57862,Catherine,Ramos,22-02-2002,FEMALE,INDIVIDUAL,654,Divorced
57866,Joyce,Sims,22-02-2002,FEMALE,INDIVIDUAL,393,Single
58265,Frank,Mason,04-11-2010,MALE,INDIVIDUAL,686,Married
58683,Kathy,Fowler,27-09-1983,FEMALE,INDIVIDUAL,468,Single
58705,Stephanie,Matthews,09-07-1954,FEMALE,INDIVIDUAL,313,Single
58942,Annie,Banks,20-09-1975,FEMALE,INDIVIDUAL,755,Married
58952,Kathleen,Fields,04-01-2007,FEMALE,INDIVIDUAL,929,Married
58953,Brandon,Mason,15-04-1959,MALE,INDIVIDUAL,368,Married
59122,Michael,Howard,18-05-1978,MALE,INDIVIDUAL,824,Single
59363,Anthony,Hanson,15-07-1966,MALE,INDIVIDUAL,890,Divorced
59426,Eugene,Reid,19-12-1981,MALE,INDIVIDUAL,549,Married
59697,Andrea,Matthews,15-10-1984,FEMALE,INDIVIDUAL,565,Single
59907,Bruce,Oliver,27-01-1966,MALE,INDIVIDUAL,447,Married
60124,Roy,Ross,05-08-1976,MALE,INDIVIDUAL,839,Married
60557,Cheryl,Ward,28-06-1980,FEMALE,INDIVIDUAL,126,Married
60579,Theresa,Stephens,17-09-1996,FEMALE,INDIVIDUAL,257,Married
60637,Wanda,Welch,06-02-1983,FEMALE,INDIVIDUAL,874,Single
60657,Ronald,Willis,14-02-1962,MALE,INDIVIDUAL,336,Married
60737,Craig,Ford,27-05-1964,MALE,INDIVIDUAL,14,Married
60774,Kevin,Morales,19-05-1958,MALE,INDIVIDUAL,946,Single
60835,Antonio,Wheeler,19-04-1982,MALE,INDIVIDUAL,918,Single
61273,Matthew,Snyder,24-02-1981,MALE,INDIVIDUAL,587,Married
